"Borrower ID","Product","Acquired","Market","Type of loan","Term","Loan size","Loan status","Borrower origination fee","Borrower rate","Loan servicing fee","Investor rate","Transaction price","Transaction date","Amount invested","Capital outstanding","Interest outstanding","Amount repaid","Capital repaid","Interest repaid","Amount in arrears","Days in arrears","Repayment day","Covered by Safeguard","Comment","Loan start date","Last repayment date","Default price","Default date","Monthly repayment amount","Type of asset","Loan purpose","Percentage repaid"
"cd1eb9801ee2","Zopa Plus","31-10-2019","A*","Unsecured","60","8000.0","Withdrawn","0.0","0.0294","0.003","0.0264","","","10.0","9.3774595","0.59302777959615","0.70746746","0.6225405","0.08492696","0.0","","31","false","","31-10-2019","31-10-2024","","","0.1792478","","Other","0.06225405"
"2e5cc386c5fb","Zopa Plus","02-11-2019","B","Unsecured","36","12500.0","Closed","650.0","0.0814","0.003","0.0784","","","10.0","0.0","0.0","10.01888589","10.0","0.01888589","0.0","","2","false","[11/11/2019] Early Settlement made via debit card.","02-11-2019","02-11-2022","","","0.31267777","","Other","1.0"
"410bad35164b","Zopa Plus","05-11-2019","A*","Unsecured","48","6000.0","Withdrawn","0.0","0.0344","0.003","0.0314","","","10.0","9.21736193","0.545089057619612","0.88280656","0.78263807","0.10016849","0.0","","5","false","","05-11-2019","05-11-2023","","","0.22305749","","Car","0.078263807"
"4f494889afbb","Zopa Plus","05-11-2019","A*","Unsecured","60","15000.0","Withdrawn","0.0","0.0294","0.003","0.0264","","","10.0","9.3774595","0.59302777959615","0.70746746","0.6225405","0.08492696","0.0","","5","false","","05-11-2019","05-11-2024","","","0.1792478","","Home improvements","0.06225405"
"52c9d0ba299d","Zopa Plus","06-11-2019","A*","Unsecured","60","7500.0","Withdrawn","0.0","0.0294","0.003","0.0264","","","10.0","9.3774595","0.59302777959615","0.70746746","0.6225405","0.08492696","0.0","","6","false","","06-11-2019","06-11-2024","","","0.1792478","","Other","0.06225405"
"7a1904f0180e","Zopa Plus","01-04-2019","A*","Unsecured","60","25000.0","Withdrawn","60.0","0.0294","0.003","0.0264","","","10.0","8.27343965","0.457692085717614","1.94700505","1.72656035","0.2204447","0.0","","1","false","","01-04-2019","01-04-2024","","","0.1792478","","Home improvements","0.172656035"
"kchartres","Zopa Plus","02-04-2019","A*","Unsecured","36","25000.0","Withdrawn","40.0","0.0293","0.003","0.0263","","","10.0","7.03583417","0.199724111913108","3.17044825","2.96416583","0.20628242","0.0","","2","false","","02-04-2019","02-04-2022","","","0.29033362","","Consolidate existing debts","0.296416583"
"2833de8a483c","Zopa Plus","14-12-2018","A*","Unsecured","60","5000.0","Withdrawn","40.0","0.031","0.006","0.025","17.50639558","14-12-2018","17.50639558","12.69186546","0.496205185488039","5.28648569","4.81453012","0.47195557","0.0","","1","false","","26-03-2018","01-04-2023","","","0.35987892","","Car","0.27501549922134"
"57e8d954a145","Zopa Plus","25-12-2018","A*","Unsecured","60","7000.0","Collections","60.0","0.0308","0.006","0.0248","8.75265849","25-12-2018","8.75265849","6.67114861","0.407496554028603","2.29605389","2.08150988","0.21454401","0.17985296","1-30 days","26","false","[26/02/2020] Borrower has been notified of missed payment.","21-04-2018","26-04-2023","","","0.17985296","","Car","0.23781458883356"
"ecad83e2498f","Zopa Plus","30-10-2019","A*","Unsecured","60","10000.0","Withdrawn","0.0","0.0314","0.006","0.0254","7.32179934","30-10-2019","7.32179934","3.66186069","0.151377852230754","3.72463568","3.65993865","0.06469703","0.0","","7","false","","07-05-2018","07-05-2023","","","0.1012894","","Car","0.49986874537864"
"c759e042f59a","Zopa Plus","13-08-2019","A-Sec","HirePurchase","36","10474.0","Withdrawn","0.0","0.069","0.0255","0.0435","10.0","13-08-2019","10.0","8.20905021","0.444069913913962","2.02081981","1.79094979","0.22987002","0.0","","13","false","","13-08-2019","13-08-2022","","","0.3073599","Auto","Car","0.179094979"
"3cf4976947b8","Zopa Plus","22-08-2019","A-Sec","HirePurchase","60","20189.0","Withdrawn","0.0","0.075","0.02","0.055","10.0","22-08-2019","10.0","9.01086612","1.134741578676982","1.26641262","0.98913388","0.27727874","0.0","","1","false","","21-08-2019","01-08-2024","","","0.19921209","Auto","Car","0.098913388"
"a505b42a9dfd","Zopa Plus","29-08-2019","A-Sec","HirePurchase","60","12495.0","Withdrawn","0.0","0.075","0.02","0.055","20.0","29-08-2019","20.0","18.30947708","2.35064797002137","2.23938869","1.69052292","0.54886577","0.0","","28","false","[29/10/2019] Replacement payment made via debit card.[29/10/2019] Borrower has been notified of missed payment.","28-08-2019","28-08-2024","","","0.39842419","Auto","Car","0.084526146"
"e64788d9a480","Zopa Plus","29-08-2019","A-Sec","HirePurchase","60","13328.0","Withdrawn","0.0","0.095","0.0254","0.0696","20.0","29-08-2019","20.0","18.38316461","2.999010539884457","2.32620664","1.61683539","0.70937125","0.0","","1","false","","28-08-2019","01-09-2024","","","0.4162341","Auto","Car","0.0808417695"
"7c533038b6b8","Zopa Plus","29-08-2019","A-Sec","HirePurchase","48","7000.0","Withdrawn","0.0","0.069","0.021","0.048","20.0","29-08-2019","20.0","17.78200311","1.539212827841479","2.66618414","2.21799689","0.44818725","0.0","","29","false","","29-08-2019","29-08-2023","","","0.47606242","Auto","Car","0.1108998445"
"31eeea9789fb","Zopa Plus","28-08-2019","A-Sec","HirePurchase","60","6745.0","Withdrawn","0.0","0.099","0.0286","0.0704","20.0","28-08-2019","20.0","18.39748725","3.0382521742602","2.26220046","1.60251275","0.65968771","0.0","","28","false","","28-08-2019","28-08-2024","","","0.41981536","Auto","Car","0.0801256375"
"72202b26d024","Zopa Plus","05-09-2019","A-Sec","HirePurchase","60","20000.0","Withdrawn","0.0","0.095","0.0254","0.0696","10.0","05-09-2019","10.0","9.1915823","1.49950526627907","1.13452269","0.8084177","0.32610499","0.0","","5","false","","05-09-2019","05-09-2024","","","0.20811705","Auto","Car","0.08084177"
"dc08a821c758","Zopa Plus","10-09-2019","A-Sec","HirePurchase","60","13694.0","Withdrawn","0.0","0.074","0.0202","0.0538","10.0","10-09-2019","10.0","9.15285013","1.149196026896591","1.10053176","0.84714987","0.25338189","0.0","","10","false","","10-09-2019","10-09-2024","","","0.19876905","Auto","Car","0.084714987"
"83d2b96bec09","Zopa Plus","26-09-2019","A-Sec","HirePurchase","60","14967.23","Withdrawn","0.0","0.109","0.0564","0.0526","10.0","26-09-2019","10.0","9.34979132","1.178465972496757","0.85874344","0.65020868","0.20853476","0.0","","26","false","","26-09-2019","26-09-2024","","","0.21439745","Auto","Car","0.065020868"
"bbada95ebe8c","Zopa Plus","14-12-2018","C","Unsecured","60","25000.0","Withdrawn","2120.0","0.195","0.003","0.192","","","20.0","16.52832716","6.203141651721385","7.57094353","3.47167284","4.09927069","0.0","","14","false","[28/10/2019] Replacement payment made via debit card.[15/10/2019] Borrower has been notified of missed payment.[21/06/2019] Replacement payment made via debit card.[17/06/2019] Borrower has been notified of missed payment.[15/05/2019] Replacement payment made via debit card.[15/05/2019] Borrower has been notified of missed payment.[18/04/2019] Replacement payment made via debit card.[16/04/2019] Borrower has been notified of missed payment.[15/01/2019] Borrower has been notified of missed paymen","14-12-2018","14-12-2023","","","0.50729762","","Consolidate existing debts","0.173583642"
"941d5082499a","Zopa Plus","14-02-2019","D","Unsecured","36","6000.0","Withdrawn","400.0","0.2235","0.01","0.2135","","","10.0","7.06272722","1.456801077504301","4.7753417","2.93727278","1.83806892","0.0","","14","false","","14-02-2019","14-02-2022","","","0.37338098","","Home improvements","0.293727278"
"1d087dbdcaeb","Zopa Plus","13-02-2019","D","Unsecured","60","15000.0","Withdrawn","760.0","0.2548","0.01","0.2448","","","10.0","8.67936526","4.348908230051442","3.60779167","1.32063474","2.28715693","0.0","","16","false","[27/09/2019] Replacement payment made via debit card.[17/09/2019] Borrower has been notified of missed payment.[18/05/2019] Replacement payment made via debit card.[17/05/2019] Borrower has been notified of missed payment.","13-02-2019","16-02-2024","","","0.28140875","","Home improvements","0.132063474"
"8b1dc11f4921","Zopa Plus","23-07-2019","B","Unsecured","60","11000.0","Withdrawn","460.0","0.1385","0.003","0.1355","","","10.0","9.13888085","2.868016587789566","1.57921215","0.86111915","0.718093","0.0","","23","false","","23-07-2019","23-07-2024","","","0.22774332","","Other","0.086111915"
"329aa1e793ef","Zopa Plus","28-08-2019","A*","Unsecured","36","13000.0","Closed","0.0","0.0314","0.008","0.0234","6.22092764","28-08-2019","6.22092764","0.0","0.0","6.27742236","6.22092764","0.05649472","0.0","","25","false","","25-06-2018","25-06-2021","","","0.29123402","","Car","1.0"
"9baaaf06c5aa","Zopa Plus","14-12-2018","A*","Unsecured","36","11000.0","Withdrawn","0.0","0.0304","0.008","0.0224","17.32850081","14-12-2018","17.32850081","9.11105121","0.143475640001332","8.59215591","8.2174496","0.37470631","0.0","","11","false","","11-07-2018","11-07-2021","","","0.58161051","","Consolidate existing debts","0.47421584187235"
"0e238384a494","Zopa Plus","18-12-2018","A*","Unsecured","48","15000.0","Withdrawn","0.0","0.0304","0.008","0.0224","27.04000441","18-12-2018","27.04000441","17.93514881","0.484186013688707","9.7373299","9.1048556","0.6324743","0.0","","14","false","","14-07-2018","14-07-2022","","","0.66400922","","Car","0.33671797762846"
"5258d8e49d3e","Zopa Plus","23-05-2019","A*","Unsecured","60","10000.0","Closed","0.0","0.0314","0.008","0.0234","8.59674696","23-05-2019","8.59674696","0.0","0.0","8.67406121","8.59674696","0.07731425","0.0","","1","false","","01-08-2018","01-08-2023","","","0.18011248","","Other","1.0"
"791c51d1a349","Zopa Plus","27-03-2019","A*","Unsecured","60","10600.0","Withdrawn","0.0","0.0314","0.008","0.0234","8.91139894","27-03-2019","8.91139894","7.16057534","0.301180967772194","1.92315007","1.7508236","0.17232647","0.0","","20","false","","20-08-2018","20-08-2023","","","0.18011248","","Other","0.19647011785559"
"75df023be81a","Zopa Plus","28-08-2019","A*","Unsecured","60","20000.0","Withdrawn","0.0","0.0344","0.008","0.0264","8.13294843","28-08-2019","8.13294843","7.17547401","0.340597919304493","1.05836551","0.95747442","0.10089109","0.0","","24","false","","24-08-2018","24-08-2023","","","0.18141151","","Consolidate existing debts","0.11772783612744"
"d4df657f51b1","Zopa Plus","27-05-2019","A*","Unsecured","60","15000.0","Closed","0.0","0.0284","0.0005","0.0279","9.20433436","27-05-2019","9.21910059","0.0","0.0","9.30618741","9.21910059","0.08708682","0.0","","2","false","","02-12-2018","02-12-2023","","","0.17881586","","Other","1.0"
"02b333d62c56","Zopa Plus","12-12-2018","A*","Unsecured","12","10000.0","Closed","0.0","0.0284","0.0005","0.0279","","","20.0","0.0","0.0","20.26654101","20.0","0.26654101","0.0","","12","false","","12-12-2018","12-12-2019","","","1.69208605","","Home improvements","1.0"
"d308a04ac632","Zopa Plus","13-12-2018","B","Unsecured","60","10000.0","Closed","80.0","0.1314","0.003","0.1284","","","20.0","0.0","0.0","21.35478043","20.0","1.35478043","0.0","","1","false","","13-12-2018","01-01-2024","","","0.4490367","","Consolidate existing debts","1.0"
"4e7574d7ba79","Zopa Plus","13-12-2018","C","Unsecured","60","10000.0","Withdrawn","500.0","0.1684","0.003","0.1654","","","20.0","15.56209166","5.023203549351167","7.9860824","4.43790834","3.54817406","0.0","","13","false","[17/10/2019] Replacement payment made via debit card.[15/10/2019] Borrower has been notified of missed payment.[18/08/2019] Replacement payment made via debit card.[14/08/2019] Borrower has been notified of missed payment.[17/05/2019] Replacement payment made via debit card.[14/05/2019] Borrower has been notified of missed payment.[16/04/2019] Replacement payment made via debit card.[16/04/2019] Borrower has been notified of missed payment.","13-12-2018","13-12-2023","","","0.45947567","","Consolidate existing debts","0.221895417"
"ef6f3afe2c8c","Zopa Plus","12-12-2018","B","Unsecured","36","10000.0","Withdrawn","120.0","0.0954","0.003","0.0924","","","20.0","12.86434829","1.026051141258395","8.96430387","7.13565171","1.82865216","0.0","","1","false","","12-12-2018","01-01-2022","","","0.63736051","","Home improvements","0.3567825855"
"4bf7a8aba4af","Zopa Plus","19-12-2018","A*","Unsecured","60","13000.0","Withdrawn","0.0","0.0284","0.003","0.0254","","","30.0","23.37093913","1.167729645713236","7.41824237","6.62906087","0.7891815","0.0","","19","false","","19-12-2018","19-12-2023","","","0.5364476","","Car","0.22096869566666"
"40157b768053","Zopa Plus","13-12-2018","A*","Unsecured","48","12000.0","Withdrawn","0.0","0.0284","0.003","0.0254","","","20.0","14.12464337","0.523139929370234","6.4098218","5.87535663","0.53446517","0.0","","1","false","","13-12-2018","01-01-2023","","","0.43263446","","Car","0.2937678315"
"85e2aaf725ba","Zopa Plus","13-12-2018","A","Unsecured","60","8000.0","Closed","170.0","0.0493","0.003","0.0463","","","20.0","0.0","0.0","20.8565174","20.0","0.8565174","0.0","","5","false","","13-12-2018","05-12-2023","","","0.37579576","","Consolidate existing debts","1.0"
"90408c3d96c7","Zopa Plus","12-12-2018","A*","Unsecured","60","20000.0","Withdrawn","0.0","0.0334","0.003","0.0304","","","20.0","15.30366612","0.895958111139139","5.36440218","4.69633388","0.6680683","0.0","","12","false","","12-12-2018","12-12-2023","","","0.36195647","","Car","0.234816694"
"9a55b978bc5c","Zopa Plus","23-12-2018","A*","Unsecured","60","15000.0","Withdrawn","0.0","0.0284","0.003","0.0254","9.99999999","23-12-2018","10.0","7.62969848","0.37296471894654","2.64966262","2.37030152","0.2793611","0.0","","13","false","","13-12-2018","13-12-2023","","","0.17881587","","Other","0.237030152"
"7e9958ff4d42","Zopa Plus","17-12-2018","A*","Unsecured","48","18000.0","Withdrawn","0.0","0.0334","0.003","0.0304","","","10.0","7.0149684","0.301927457245986","3.30800771","2.9850316","0.32297611","0.0","","17","false","","17-12-2018","17-12-2022","","","0.22262701","","Car","0.29850316"
"01395570776f","Zopa Plus","16-12-2018","A","Unsecured","60","10500.0","Withdrawn","350.0","0.0725","0.003","0.0695","","","20.0","15.93882256","2.134395912355576","5.54518886","4.06117744","1.48401142","0.0","","1","false","","16-12-2018","01-01-2024","","","0.39620978","","Car","0.203058872"
"1b776dddea50","Zopa Plus","18-12-2018","A*","Unsecured","36","4000.0","Withdrawn","10.0","0.0516","0.003","0.0486","","","30.0","18.04773682","0.796593944305473","13.40756566","11.95226318","1.45530248","0.0","","18","false","","18-12-2018","18-12-2021","","","0.89969063","","Other","0.39840877266666"
"25af11dd6606","Zopa Plus","18-12-2018","E","Unsecured","36","3000.0","Withdrawn","410.0","0.2232","0.01","0.2132","","","30.0","20.42476346","3.912510494566359","15.53531128","9.57523654","5.96007474","0.0","","25","false","","18-12-2018","25-12-2021","","","1.11976076","","Other","0.31917455133333"
"9fd4eccd4aef","Zopa Plus","18-12-2018","B","Unsecured","60","9000.0","Withdrawn","70.0","0.1315","0.003","0.1285","","","30.0","24.55807039","6.109219380208418","9.52149755","5.44192961","4.07956794","0.0","","5","false","","18-12-2018","05-01-2024","","","0.67369115","","Home improvements","0.18139765366666"
"9764265761cf","Zopa Plus","17-12-2018","A*","Unsecured","60","18000.0","Withdrawn","0.0","0.0334","0.003","0.0304","","","30.0","22.95549918","1.34393696191829","8.04660321","7.04450082","1.00210239","0.0","","17","false","","17-12-2018","17-12-2023","","","0.5429347","","Car","0.234816694"
"f0412f0a77ea","Zopa Plus","18-12-2018","A*","Unsecured","48","8000.0","Withdrawn","0.0","0.0284","0.003","0.0254","","","30.0","20.9833841","0.754675015639626","9.82696007","9.0166159","0.81034417","0.0","","18","false","","18-12-2018","18-12-2022","","","0.66143012","","Consolidate existing debts","0.30055386333333"
"3a48f7faac0d","Zopa Plus","17-12-2018","D","Unsecured","48","1500.0","Withdrawn","140.0","0.2338","0.01","0.2238","","","30.0","23.16007743","7.274771946013292","13.70280554","6.83992257","6.86288297","0.0","","17","false","","17-12-2018","17-12-2022","","","0.93211837","","Home improvements","0.227997419"
"89c3520dd87b","Zopa Plus","18-12-2018","A*","Unsecured","60","15000.0","Withdrawn","0.0","0.0284","0.003","0.0254","","","30.0","13.97122481","0.698072519794119","16.65198735","16.02877519","0.62321216","0.0","","1","false","","18-12-2018","01-01-2024","","","0.32069015","","Other","0.53429250633333"
"2226562c6dc4","Zopa Plus","18-12-2018","A*","Unsecured","60","11500.0","Closed","0.0","0.0284","0.003","0.0254","","","30.0","0.0","0.0","30.53964731","30.0","0.53964731","0.0","","1","false","","18-12-2018","01-01-2024","","","0.5364476","","Other","1.0"
"b76559330f8a","Zopa Plus","18-12-2018","A*","Unsecured","60","20000.0","Withdrawn","0.0","0.0334","0.003","0.0304","","","30.0","22.95549918","1.34393696191829","8.04660321","7.04450082","1.00210239","0.0","","18","false","","18-12-2018","18-12-2023","","","0.5429347","","Home improvements","0.234816694"
"8999af873ff6","Zopa Plus","18-12-2018","A*","Unsecured","60","15000.0","Withdrawn","0.0","0.0284","0.003","0.0254","","","30.0","22.88909558","1.118893629163564","7.94898768","7.11090442","0.83808326","0.0","","18","false","","18-12-2018","18-12-2023","","","0.5364476","","Car","0.23703014733333"
"cc467374e3eb","Zopa Plus","19-12-2018","A","Unsecured","36","20000.0","Withdrawn","370.0","0.0534","0.003","0.0504","","","30.0","18.88620879","0.904122457079513","12.54490757","11.11379121","1.43111636","0.0","","19","false","","19-12-2018","19-12-2021","","","0.90200673","","Other","0.370459707"
"e220f284c858","Zopa Plus","24-12-2018","A","Unsecured","36","7500.0","Closed","130.0","0.0694","0.003","0.0664","","","20.0","0.0","0.0","20.84018808","20.0","0.84018808","0.0","","31","false","","24-12-2018","31-12-2021","","","0.61506291","","Other","1.0"
"ebc60d106fb5","Zopa Plus","23-12-2018","C","Unsecured","60","3000.0","Closed","300.0","0.1897","0.003","0.1867","","","20.0","0.0","0.0","21.574264","20.0","1.574264","0.0","","28","false","[11/06/2019] Early Settlement made via debit card.","23-12-2018","28-12-2023","","","0.5024058","","Home improvements","1.0"
"3f0f420c8efa","Zopa Plus","25-12-2018","A*","Unsecured","60","20000.0","Withdrawn","0.0","0.0334","0.003","0.0304","","","20.0","15.62279095","0.934942597845788","5.00624059","4.37720905","0.62903154","0.0","","25","false","","25-12-2018","25-12-2023","","","0.36195647","","Car","0.2188604525"
"992481fe8c7a","Zopa Plus","24-12-2018","E","Unsecured","30","3000.0","Closed","260.0","0.2512","0.01","0.2412","","","20.0","0.0","0.0","21.17850045","20.0","1.17850045","0.0","","31","false","[02/04/2019] Borrower has been notified of missed payment.","24-12-2018","01-07-2021","","","0.8789487","","Other","1.0"
"9c83a50f00e9","Zopa Plus","27-12-2018","B","Unsecured","60","8500.0","Withdrawn","70.0","0.1313","0.003","0.1283","","","20.0","16.37066244","4.176559202482961","6.2342806","3.62933756","2.60494304","0.0","","28","false","","27-12-2018","28-12-2023","","","0.44894597","","Consolidate existing debts","0.181466878"
"ccd8bbf3acbb","Zopa Plus","26-12-2018","A","Unsecured","60","5000.0","Withdrawn","210.0","0.0539","0.003","0.0509","","","20.0","15.79147672","1.586863121718961","5.2571814","4.20852328","1.04865812","0.0","","26","false","","26-12-2018","26-12-2023","","","0.37982322","","Other","0.210426164"
"659b286e216d","Zopa Plus","22-09-2019","A*","Unsecured","60","20000.0","Withdrawn","0.0","0.0454","0.003","0.0424","8.79139498","22-09-2019","8.79139498","7.86117248","0.657276469430258","1.10504664","0.9302225","0.17482414","0.0","","4","false","","04-01-2019","04-01-2024","","","0.18619466","","Consolidate existing debts","0.10581056841561"
"Tobydally","Zopa Plus","23-07-2019","A*","Unsecured","60","10000.0","Withdrawn","0.0","0.0294","0.003","0.0264","","","10.0","8.90659221","0.526678545309953","1.24477324","1.09340779","0.15136545","0.0","","1","false","","23-07-2019","01-08-2024","","","0.1792478","","Home improvements","0.109340779"
"cutts20","Zopa Plus","16-08-2019","A*","Unsecured","36","7000.0","Withdrawn","0.0","0.0334","0.003","0.0304","","","10.0","8.13196348","0.308271400240008","2.02899406","1.86803652","0.16095754","0.0","","16","false","","16-08-2019","16-08-2022","","","0.2920916","","Car","0.186803652"
"fdf8f7acdc2d","Zopa Plus","03-04-2019","A","Unsecured","60","25000.0","Withdrawn","690.0","0.0544","0.003","0.0514","","","10.0","8.3592362","0.904387724268084","2.06714701","1.6407638","0.42638321","0.0","","3","false","","03-04-2019","03-04-2024","","","0.1901308","","Consolidate existing debts","0.16407638"
"868eee0bd1bf","Zopa Plus","03-04-2019","A*","Unsecured","60","17500.0","Withdrawn","40.0","0.0294","0.003","0.0264","","","10.0","8.27343965","0.457692085717614","1.94700505","1.72656035","0.2204447","0.0","","3","false","","03-04-2019","03-04-2024","","","0.1792478","","Car","0.172656035"
"ec4751175657","Zopa Plus","18-06-2019","A*","Unsecured","60","20000.0","Withdrawn","0.0","0.034","0.005","0.029","4.87880303","18-06-2019","4.87880303","3.35322424","0.080108968824413","1.61582069","1.52557879","0.0902419","0.0","","14","false","","14-10-2016","14-10-2021","","","0.18123817","","Car","0.3126953026427"
"827fd934df07","Zopa Plus","28-08-2019","A","Unsecured","48","10000.0","Withdrawn","0.0","0.0334","0.005","0.0284","18.13594802","28-08-2019","18.32335879","10.5571398","0.110982183233846","7.9778663","7.76621899","0.21164731","0.0","","24","false","","24-10-2016","24-10-2020","","","1.33576207","","Car","0.42384254322621"
"4191e5d567e3","Zopa Plus","12-12-2018","B","Unsecured","60","20000.0","Closed","160.0","0.1155","0.0075","0.108","5.81048277","12-12-2018","5.81048277","0.0","0.0","6.24225667","5.81048277","0.4317739","0.0","","8","false","","08-11-2016","08-11-2021","","","0.09785841","","House deposit","1.0"
"64ced348068a","Zopa Plus","07-07-2019","E","Unsecured","36","1000.0","Closed","70.0","0.2551","0.01","0.2451","2.17420438","07-07-2019","2.17420438","0.0","0.0","2.31677136","2.17420438","0.14256698","0.0","","30","false","","30-12-2016","30-12-2019","","","0.38677415","","Other","1.0"
"3add35a4ea22","Zopa Plus","04-09-2019","A","Unsecured","24","5000.0","Withdrawn","300.0","0.0383","0.003","0.0353","","","10.0","7.57002384","0.20977042511823","2.58615989","2.42997616","0.15618373","0.0","","4","false","","04-09-2019","04-09-2021","","","0.43320121","","Consolidate existing debts","0.242997616"
"b0a1577a750a","Zopa Plus","13-01-2019","A*","Unsecured","60","16000.0","Withdrawn","0.0","0.0284","0.0","0.0284","9.84454821","13-01-2019","9.84454821","7.62969848","0.40845517","2.50342218","2.21484973","0.28857245","0.0","","4","false","","24-11-2018","04-12-2023","","","0.17881587","","Car","0.22498236412212"
"10180b37c057","Zopa Plus","18-12-2018","B","Unsecured","60","16500.0","Withdrawn","0.0","0.1261","0.004","0.1221","9.75346441","18-12-2018","9.75346441","7.7403605","1.753197841290352","3.29204162","2.01310391","1.27893771","0.0","","3","false","","03-10-2018","03-10-2023","","","0.22211612","","Car","0.20639885740865"
"0a73da008466","Zopa Plus","12-12-2018","D","Unsecured","60","1500.0","Closed","140.0","0.2283","0.01","0.2183","6.24756705","12-12-2018","6.24756705","0.0","0.0","6.78190433","6.24756705","0.53433728","0.0","","9","false","","09-06-2016","09-06-2021","","","0.2690748","","Home improvements","1.0"
"f5efcef515f2","Zopa Plus","16-01-2019","C","Unsecured","60","4000.0","Withdrawn","400.0","0.1897","0.003","0.1867","","","10.0","8.37607325","3.128981918873282","3.4891295","1.62392675","1.86520275","0.0","","16","false","","16-01-2019","16-01-2024","","","0.2512029","","Other","0.162392675"
"1e207eee4790","Zopa Plus","05-06-2019","D","Unsecured","60","10000.0","Withdrawn","930.0","0.2074","0.01","0.1974","5.995055","05-06-2019","5.995055","4.41744119","0.684076717669624","2.30078889","1.57761381","0.72317508","0.0","","27","false","","17-10-2016","27-10-2021","","","0.25938191","","Car","0.26315251653237"
"34c9c51cda9b","Zopa Plus","27-10-2019","A*","Unsecured","48","14000.0","Withdrawn","0.0","0.0294","0.003","0.0264","","","10.0","9.21021948","0.457659337146186","0.87416325","0.78978052","0.08438273","0.0","","27","false","","27-10-2019","27-10-2023","","","0.22090649","","Other","0.078978052"
"a1b31ec87884","Zopa Plus","05-02-2019","A*","Unsecured","60","6000.0","Withdrawn","10.0","0.0406","0.005","0.0356","5.25266157","05-02-2019","5.25266157","2.86844357","0.070985339015556","2.55403078","2.384218","0.16981278","0.0","","8","false","","08-07-2016","08-07-2021","","","0.18410364","","Car","0.45390664679734"
"65b9728a74aa","Zopa Plus","28-08-2019","A","Unsecured","60","7500.0","Withdrawn","220.0","0.046","0.008","0.038","8.09140471","28-08-2019","8.17573216","7.23236682","0.487670397830964","1.08875348","0.94336534","0.14538814","0.0","","27","false","","20-08-2018","27-08-2023","","","0.18645645","","Consolidate existing debts","0.11538603779309"
"a11ab5981557","Zopa Plus","22-09-2019","C","Unsecured","24","24000.0","Closed","470.0","0.1331","0.004","0.1291","6.13456063","22-09-2019","6.13456063","0.0","0.0","6.41151196","6.13456063","0.27695133","0.0","","13","false","","13-11-2018","13-11-2020","","","0.47335887","","Consolidate existing debts","1.0"
"5905750fe4ae","Zopa Plus","21-03-2019","B","Unsecured","60","22000.0","Withdrawn","1110.0","0.1296","0.006","0.1236","","","10.0","8.59163569","2.260051091959365","2.42671446","1.40836431","1.01835015","0.0","","21","false","[31/01/2020] Replacement payment made via debit card.[21/01/2020] Borrower has been notified of missed payment.[25/11/2019] Replacement payment made via debit card.[22/11/2019] Borrower has been notified of missed payment.[31/10/2019] Replacement payment made via debit card.[22/10/2019] Borrower has been notified of missed payment.","21-03-2019","21-03-2024","","","0.223702","","Other","0.140836431"
"3f13c4ee3354","Zopa Plus","16-01-2019","A*","Unsecured","48","10000.0","Withdrawn","0.0","0.0334","0.003","0.0304","","","10.0","7.42009097","0.33845435880293","2.88138632","2.57990903","0.30147729","0.0","","1","false","","16-01-2019","01-02-2023","","","0.22262701","","Car","0.257990903"
"130a371dee93","Zopa Plus","22-01-2019","A","Unsecured","24","5000.0","Withdrawn","70.0","0.0716","0.006","0.0656","","","10.0","4.75527659","0.152528080894115","5.77006208","5.24472341","0.52533867","0.0","","22","false","","22-01-2019","22-01-2021","","","0.44743231","","Holiday","0.524472341"
"316b69bd45c0","Zopa Plus","28-06-2019","C","Unsecured","24","8000.0","Withdrawn","120.0","0.1382","0.003","0.1352","","","10.0","6.94984281","0.643684118381408","3.79730153","3.05015719","0.74714434","0.0","","30","false","","28-06-2019","30-06-2021","","","0.47548811","","Other","0.305015719"
"b6a62d0aafb1","Zopa Plus","23-02-2019","A*","Unsecured","60","10000.0","Withdrawn","50.0","0.0293","0.006","0.0233","","","10.0","8.11381657","0.388071432324034","2.09911309","1.88618343","0.21292966","0.0","","20","false","","23-02-2019","20-02-2024","","","0.1792046","","Other","0.188618343"
"dfb4fc84233d","Zopa Plus","02-05-2019","D","Unsecured","60","4500.0","Settled","300.0","0.2589","0.01","0.2489","","","10.0","9.72595044","6.465666849572579","0.91853591","0.27404956","0.64448635","1.08645978",">90 days","2","false","[09/12/2019] Set to default. [02/12/2019] Borrower has been notified of missed payment.[02/11/2019] Borrower has been notified of missed payment.[03/10/2019] Borrower has been notified of missed payment.[06/09/2019] Borrower is in an active payment plan with a debt management company[02/09/2019] Borrower has been notified of missed payment.","02-05-2019","02-05-2024","0.0","09-12-2019","0.28332059","","Other","0.027404956"
"51b30302187d","Zopa Plus","08-03-2019","C","Unsecured","30","6500.0","Withdrawn","230.0","0.1441","0.006","0.1381","","","10.0","6.39842684","0.678059173810856","4.69269691","3.60157316","1.09112375","0.0","","8","false","","08-03-2019","08-09-2021","","","0.39477475","","Other","0.360157316"
"55b1f04abcb0","Zopa Plus","29-03-2019","A*","Unsecured","60","20000.0","Withdrawn","50.0","0.0293","0.003","0.0263","","","10.0","8.27308735","0.455930741130492","1.94652812","1.72691265","0.21961547","0.0","","29","false","","29-03-2019","29-03-2024","","","0.1792046","","Car","0.172691265"
